ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
4,5.976e-06,1.494e-06,7.793e-06,1.94825e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/expr/expr.py', 9800, 'str')"
4,1.8170000000000001e-06,4.5425000000000003e-07,1.8170000000000001e-06,4.5425000000000003e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/expr/string.py', 37, '__init__')"
1,1.0613e-05,1.0613e-05,0.008203038000000001,0.008203038000000001,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/lazyframe/frame.py', 1603, 'collect')"
1,9.950000000000001e-06,9.950000000000001e-06,0.000256057,0.000256057,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/lazyframe/frame.py', 2728, 'select')"
22,7.4243e-05,3.374681818181818e-06,0.000650012,2.9546e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/lazyframe/frame.py', 3849, 'with_columns')"
19,4.3005000000000006e-05,2.2634210526315795e-06,0.00045892700000000003,2.4154052631578948e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/lazyframe/frame.py', 4002, 'with_columns_seq')"
1,4.1285e-05,4.1285e-05,0.000500212,0.000500212,"('/home/vmittal/Code/focus/vm_focus_converters/focus_converter_base/focus_converter/converter.py', 258, '__apply_column_expressions__')"
3,8.750000000000001e-07,2.916666666666667e-07,8.750000000000001e-07,2.916666666666667e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/deprecation.py', 141, '_rename_keyword_argument')"
1,1.396e-06,1.396e-06,1.6211e-05,1.6211e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/selectors.py', 128, '_expand_selectors')"
55,3.0735e-05,5.588181818181819e-07,4.4987e-05,8.179454545454546e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/lazyframe/frame.py', 306, '_from_pyldf')"
44,5.0351000000000006e-05,1.1443409090909091e-06,0.00048732100000000003,1.1075477272727273e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_parse_expr_input.py', 50, '_parse_positional_inputs')"
3,2.9283e-05,9.761e-06,0.0078023860000000006,0.0078023860000000006,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/deprecation.py', 128, 'wrapper')"
1,6.328e-06,6.328e-06,9.147e-06,9.147e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_wrap.py', 12, 'wrap_df')"
62,3.7262000000000003e-05,6.01e-07,7.674300000000001e-05,1.2377903225806452e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_wrap.py', 24, 'wrap_expr')"
11,1.6132e-05,1.4665454545454547e-06,3.0494000000000003e-05,2.7721818181818184e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_wrap.py', 16, 'wrap_ldf')"
1,6.911e-06,6.911e-06,2.8345e-05,2.8345e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/dataframe/frame.py', 7958, 'lazy')"
1,7.71e-07,7.71e-07,9.240000000000001e-07,9.240000000000001e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/various.py', 50, '_process_null_values')"
13,1.9067000000000002e-05,1.4666923076923078e-06,2.0942e-05,1.610923076923077e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/dependencies.py', 208, '_check_for_numpy')"
17,1.0549e-05,6.205294117647059e-07,1.6915e-05,9.95e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/datatypes/convert.py', 142, 'is_polars_dtype')"
44,3.08e-05,7.000000000000001e-07,0.0005181210000000001,1.1775477272727275e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_parse_expr_input.py', 20, 'parse_as_list_of_expressions')"
45,4.1751e-05,9.278e-07,0.00023153500000000003,5.145222222222223e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_parse_expr_input.py', 59, '_parse_inputs_as_iterable')"
17,3.3615e-05,1.9773529411764706e-06,0.000111148,6.538117647058823e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/expr/expr.py', 1861, 'cast')"
1,3.2400000000000004e-07,3.2400000000000004e-07,3.2400000000000004e-07,3.2400000000000004e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/various.py', 186, '_prepare_row_index_args')"
10,1.0612000000000001e-05,1.0612e-06,2.6149000000000003e-05,2.6149e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/expr/expr.py', 595, 'alias')"
44,4.7251000000000006e-05,1.0738863636363638e-06,0.00022025000000000001,5.005681818181818e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_parse_expr_input.py', 56, '<listcomp>')"
2,1.341e-05,6.705e-06,3.9632e-05,1.9816e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/various.py', 217, 'normalize_filepath')"
45,1.9879e-05,4.4175555555555555e-07,0.00018426,4.0946666666666665e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_parse_expr_input.py', 72, '_is_iterable')"
1,1.667e-06,1.667e-06,2.819e-06,2.819e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/dataframe/frame.py', 432, '_from_pydf')"
12,7.667000000000001e-06,6.389166666666667e-07,1.1474e-05,9.561666666666666e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/datatypes/classes.py', 99, '__eq__')"
12,8.697e-06,7.2475e-07,1.0316e-05,8.596666666666667e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/datatypes/classes.py', 402, '__init__')"
4,2.7540000000000002e-06,6.885000000000001e-07,3.7750000000000003e-06,9.437500000000001e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/deprecation.py', 250, 'rename_use_earliest_to_ambiguous')"
1,7.291e-06,7.291e-06,0.00011298300000000001,0.00011298300000000001,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/deprecation.py', 93, 'wrapper')"
